15,62
18,844
23,28
29,42
37,164
45,82
55,156
63,844
71,316
76,952
80,08
81,384
82,262
82,846
83,29
83,77
84,09
84,314
84,454
84,55
84,67
84,702
84,746
84,754
84,698
84,57
84,458
84,238
84,03
83,846
83,59
83,446
83,2
82,936
82,648
82,24
81,968
81,66
81,424
81,33
81,41
81,378
81,256
81,184
81,152
81
80,896
80,834
80,902
81,126
81,47
81,982
82,47
82,922
83,304
83,56
83,744
83,7
83,536
83,326
83,11
83,03
83,04
83,244
83,626
84,05
84,618
85,162
85,698
86,234
86,77
87,082
87,316
87,488
87,594
87,61
87,81
87,968
88
87,966
88,07
88,758
88,984
89,06
89,14
89,22
89,292
89,358
89,418
89,472
89,52
89,576
89,62
89,64
89,64
89,64
89,64
89,64
89,64
89,64
89,64
