15,6
18,816
23,25
29,39
37,128
45,76
55,04
63,642
70,974
76,438
79,43
80,678
81,506
82,062
82,498
82,97
83,282
83,504
83,656
83,776
83,92
83,984
84,06
84,116
84,15
84,19
84,31
84,352
84,404
84,476
84,5
84,644
84,728
84,836
84,952
84,96
85,056
85,038
85,002
85,026
85,17
85,154
85,09
85,126
85,248
85,28
85,368
85,408
85,484
85,612
85,74
85,916
86,056
86,164
86,242
86,29
86,394
86,39
86,334
86,268
86,22
86,236
86,222
86,274
86,396
86,5
86,668
86,818
86,966
87,146
87,41
87,538
87,6
87,656
87,694
87,63
87,758
87,862
87,846
87,766
87,83
88,454
88,628
88,668
88,726
88,79
88,854
88,918
88,974
89,022
89,07
89,126
89,17
89,19
89,19
89,19
89,19
89,19
89,19
89,19
89,19
