15,56
18,808
23,232
29,304
36,896
45,28
54,016
61,99
68,578
73,278
75,71
76,622
77,186
77,554
77,838
78,11
78,27
78,376
78,436
78,48
78,56
78,576
78,616
78,644
78,646
78,63
78,686
78,67
78,674
78,706
78,69
78,778
78,8
78,84
78,888
78,84
78,904
78,866
78,81
78,812
78,94
78,964
78,988
79,16
79,478
79,79
80,278
80,796
81,408
82,112
82,84
83,568
84,2
84,732
85,164
85,5
85,796
85,984
86,128
86,25
86,33
86,466
86,566
86,722
86,938
87,13
87,378
87,602
87,802
88,024
88,36
88,56
88,676
88,768
88,838
88,83
89,014
89,18
89,24
89,246
89,39
90,142
90,42
90,544
90,67
90,79
90,902
91,008
91,104
91,188
91,26
91,324
91,376
91,4
91,4
91,4
91,4
91,4
91,4
91,4
91,4
